,Open,Adj Close,signal,target_pos,capital,NAV,cash,transaction_cost,intraday_PnL
2020-01-31,26.9,26.5,0.0,7.0,93518.49997261039,92750.0,768.4999726103852,0.20328767123287672,-1399.999999999995
2020-02-03,26.4,26.5,0.0,7.0,93868.29668493915,92750.0,1118.2966849391523,0.20328767123287672,350.000000000005
2020-02-04,26.65,26.85,0.0,7.0,94568.09071233643,93975.00000000001,593.0907123364159,0.2059726027397261,700.00000000001
2020-02-05,27.049999,26.950001,0.0,7.0,94217.89097260273,94325.0035,-107.11252739727206,0.20673973369863016,-349.9929999999978
2020-02-06,27.1,27.700001,0.0,7.0,96317.68197944437,96950.0035,-632.3215205556335,0.2124931583561644,2100.003499999996
2020-02-07,27.5,27.549999,0.0,7.0,96492.46713698628,96424.9965,67.47063698628335,0.21134245808219176,174.9964999999989
2020-02-10,27.25,27.4,0.0,7.0,97017.25694520546,95899.99999999999,1117.256945205474,0.2101917808219178,524.999999999995
2020-02-11,27.65,27.75,0.0,7.0,97367.04406849312,97125.0,242.04406849312363,0.21287671232876712,350.000000000005
2020-02-12,27.9,28.049999,0.0,7.0,97891.82539041861,98174.9965,-283.17110958138073,0.21517807452054796,524.9965000000038
2020-02-13,28.049999,27.950001,0.0,7.0,97541.61797945203,97825.0035,-283.38552054797765,0.2144109665753425,-349.9929999999978
2020-02-14,27.9,28.0,0.0,7.0,97891.40318493148,98000.0,-108.59681506852212,0.21479452054794523,350.000000000005
2020-02-17,28.0,28.15,0.0,7.0,98416.187239726,98524.99999999999,-108.81276027398417,0.21594520547945203,524.999999999995
2020-02-18,27.950001,27.700001,0.0,7.0,97540.97474656765,96950.0035,590.9712465676421,0.2124931583561644,-875.0
2020-02-19,27.75,27.85,0.0,7.0,97890.76110273204,97475.00000000001,415.7611027320236,0.2136438356164384,350.000000000005
2020-02-20,27.950001,27.75,0.0,7.0,97190.5447260197,97125.0,65.5447260196961,0.21287671232876712,-700.0035000000012
2020-02-21,27.6,27.5,0.0,7.0,96840.33376711559,96250.0,590.3337671155896,0.21095890410958903,-350.000000000005
2020-02-24,27.35,27.049999,0.0,7.0,95790.12276027394,94674.9965,1115.1262602739444,0.20750684164383562,-1050.0035000000062
2020-02-25,26.9,27.1,0.0,7.0,96489.91486986299,94850.00000000001,1639.9148698629724,0.20789041095890415,700.00000000001
2020-02-26,26.700001,26.950001,0.0,7.0,97364.7081301293,94325.0035,3039.7046301292867,0.20673973369863016,875.0
2020-02-27,26.75,27.15,0.0,7.0,98764.49985615669,95024.99999999999,3739.4998561567045,0.20827397260273972,1399.999999999995
2020-02-28,26.5,26.450001,0.0,7.0,98589.30045203943,92575.0035,6014.296952039425,0.202904117260274,-174.9964999999989
2020-03-02,26.35,26.65,0.0,7.0,99639.09601368326,93274.99999999999,6364.096013683273,0.20443835616438352,1049.99999999999
2020-03-03,27.0,26.6,0.0,7.0,98238.89195888874,93100.00000000001,5138.891958888722,0.204054794520548,-1399.999999999995
2020-03-04,26.6,26.549999,0.0,7.0,98063.68478766353,92924.9965,5138.688287663535,0.20367122520547945,-175.00350000000608
2020-03-05,26.6,27.049999,0.0,7.0,99638.47378082188,94674.9965,4963.477280821884,0.20750684164383562,1574.9964999999938
2020-03-06,26.75,26.5,0.0,7.0,98763.27049315065,92750.0,6013.270493150645,0.20328767123287672,-875.0
2020-03-09,26.450001,26.450001,0.0,7.0,98763.06758903338,92575.0035,6188.064089033374,0.202904117260274,0.0
2020-03-10,25.450001,25.450001,0.0,7.0,98762.872356149,89075.0035,9687.868856148998,0.19523288438356168,0.0
2020-03-11,25.75,25.75,0.0,7.0,98762.67482190243,90125.0,8637.67482190243,0.1975342465753425,0.0
2020-03-12,25.549999,25.549999,0.0,7.0,98762.4788219101,89424.9965,9337.482321910109,0.19599999232876714,0.0
2020-03-13,24.6,24.6,0.0,7.0,98762.29010958133,86100.00000000001,12662.290109581314,0.18871232876712332,0.0
2020-03-16,24.4,24.4,0.0,7.0,98762.10293149913,85399.99999999999,13362.102931499147,0.1871780821917808,0.0
2020-03-17,23.35,23.35,0.0,7.0,98761.92380821146,81725.00000000001,17036.923808211446,0.1791232876712329,0.0
2020-03-18,23.6,23.6,0.0,7.0,98761.74276711557,82600.00000000001,16161.74276711556,0.18104109589041098,0.0
2020-03-19,22.6,22.0,0.0,7.0,96661.57399999228,77000.0,19661.57399999228,0.16876712328767124,-2100.000000000005
2020-03-20,22.450001,23.1,0.0,7.0,98936.39329451283,80850.00000000001,18086.393294512818,0.17720547945205486,2274.996500000004
2020-03-23,21.950001,22.0,0.0,7.0,99111.22102738953,77000.0,22111.221027389533,0.16876712328767124,174.9964999999989
2020-03-24,22.75,23.049999,0.0,7.0,100161.04070547939,80674.9965,19486.044205479397,0.1768219101369863,1049.9964999999988
2020-03-25,23.5,23.799999,0.0,7.0,101210.85463014459,83299.9965,17910.858130144596,0.18257533479452054,1049.9964999999988
2020-03-26,23.549999,23.6,0.0,7.0,101385.67708904871,82600.00000000001,18785.677089048695,0.18104109589041098,175.00350000000608
2020-03-27,24.1,23.75,0.0,7.0,100160.49489726788,83125.0,17035.494897267883,0.1821917808219178,-1225.000000000005
2020-03-30,23.25,23.4,0.0,7.0,100685.31539041857,81899.99999999999,18785.31539041859,0.1795068493150685,524.999999999995
2020-03-31,23.799999,23.85,0.0,7.0,100860.13593151447,83475.00000000001,17385.13593151445,0.1829589041095891,175.00350000000608
2020-04-01,23.549999,23.299999,0.0,7.0,99984.95719179611,81549.9965,18434.96069179612,0.1787397183561644,-875.0
2020-04-02,23.0,23.5,0.0,7.0,101734.77691782352,82250.0,19484.776917823518,0.18027397260273972,1750.0
2020-04-03,23.4,23.450001,0.0,7.0,101909.6005274049,82075.0035,19834.59702740489,0.17989041863013702,175.00350000000608
2020-04-06,23.799999,23.950001,0.0,7.0,102434.42380136982,83825.0035,18609.420301369813,0.18372603506849317,525.0070000000022
2020-04-07,24.299999,24.5,0.0,7.0,103134.23935616434,85750.0,17384.23935616434,0.18794520547945207,700.0035000000012
2020-04-08,24.35,24.200001,0.0,7.0,102609.05721232104,84700.0035,17909.053712321038,0.18564384328767125,-524.9965000000038
2020-04-09,24.4,24.5,0.0,7.0,102958.86926711556,85750.0,17208.86926711556,0.18794520547945207,350.000000000005
2020-04-14,24.5,24.700001,0.0,7.0,103658.68328765583,86450.0035,17208.679787655827,0.18947945972602745,700.0035000000012
2020-04-15,24.75,24.299999,0.0,7.0,102083.49337670459,85049.9965,17033.496876704594,0.1864109512328767,-1575.0035000000012
2020-04-16,24.200001,24.25,0.0,7.0,102258.30384930733,84875.0,17383.303849307325,0.18602739726027398,174.9964999999989
2020-04-17,24.700001,24.549999,0.0,7.0,101733.10852054787,85924.9965,15808.11202054788,0.1883287594520548,-525.0070000000022
2020-04-20,24.6,24.6,0.0,7.0,101732.9198082191,86100.00000000001,15632.919808219085,0.18871232876712332,0.0
2020-04-21,24.450001,24.0,0.0,7.0,100157.73219863005,84000.0,16157.732198630052,0.1841095890410959,-1575.0035000000012
2020-04-22,23.75,24.1,0.0,7.0,101382.54732191772,84350.00000000001,17032.547321917707,0.18487671232876718,1225.000000000005
2020-04-23,24.200001,24.15,0.0,7.0,101207.35856164375,84524.99999999999,16682.358561643763,0.18526027397260272,-175.00350000000608
2020-04-24,24.1,24.049999,0.0,7.0,101032.17056850073,84174.9965,16857.17406850074,0.18449314301369862,-175.00350000000608
2020-04-27,24.299999,24.5,0.0,7.0,101731.98612329525,85750.0,15981.986123295253,0.18794520547945207,700.0035000000012
2020-04-28,24.549999,24.75,0.0,7.0,102431.79976028156,86625.0,15806.79976028156,0.18986301369863012,700.0035000000012
2020-04-29,24.85,24.75,0.0,7.0,102081.60989726786,86625.0,15456.60989726786,0.18986301369863012,-350.000000000005
2020-05-04,24.0,23.75,0.0,7.0,101206.42770548703,83125.0,18081.427705487033,0.1821917808219178,-875.0
2020-05-05,23.85,24.0,0.0,7.0,101731.24359589799,84000.0,17731.24359589799,0.1841095890410959,524.999999999995
2020-05-06,23.950001,24.35,0.0,7.0,103131.05330137745,85225.00000000001,17906.05330137744,0.18679452054794526,1399.9965000000038
2020-05-07,24.200001,24.15,0.0,7.0,102955.86454110348,84524.99999999999,18430.864541103496,0.18526027397260272,-175.00350000000608
2020-05-08,24.35,24.4,0.0,7.0,103130.67736302127,85399.99999999999,17730.677363021285,0.1871780821917808,174.99999999999005
2020-05-11,24.6,24.799999,0.0,7.0,103830.4836164536,86799.9965,17030.4871164536,0.19024656767123285,699.996499999994
2020-05-12,24.549999,24.450001,0.0,7.0,103480.30305480209,85575.0035,17905.299554802084,0.18756165150684934,-349.9929999999978
2020-05-13,24.25,24.35,0.0,7.0,103830.11626028155,85225.00000000001,18605.11626028153,0.18679452054794526,350.000000000005
2020-05-14,24.25,24.0,0.0,7.0,102954.9321506925,84000.0,18954.932150692504,0.1841095890410959,-875.0
2020-05-15,24.0,24.0,0.0,7.0,102954.74804110346,84000.0,18954.748041103463,0.1841095890410959,0.0
2020-05-18,23.950001,24.200001,0.0,7.0,103829.56239726018,84700.0035,19129.55889726017,0.18564384328767125,875.0
2020-05-19,24.6,24.6,0.0,7.0,103829.3736849314,86100.00000000001,17729.373684931386,0.18871232876712332,0.0
2020-05-20,24.6,24.65,0.0,7.0,104004.18458904097,86274.99999999999,17729.18458904099,0.1890958904109589,174.99999999999005
2020-05-21,24.700001,24.450001,0.0,7.0,103128.99702738947,85575.0035,17553.993527389466,0.18756165150684934,-875.0
2020-05-22,24.049999,23.15,0.0,7.0,99978.82293834837,81024.99999999999,18953.822938348385,0.17758904109589038,-3149.996500000004
2020-05-25,23.0,23.15,0.0,7.0,100503.64534930728,81024.99999999999,19478.64534930729,0.17758904109589038,524.999999999995
2020-05-26,23.4,23.65,0.0,7.0,101378.46392464974,82774.99999999999,18603.463924649754,0.18142465753424653,875.0
2020-05-27,23.75,23.5,0.0,7.0,100503.28365067714,82250.0,18253.283650677142,0.18027397260273972,-875.0
2020-05-28,23.35,23.35,0.0,7.0,100503.10452738947,81725.00000000001,18778.104527389456,0.1791232876712329,0.0
2020-05-29,23.0,23.200001,0.0,7.0,101202.93005477906,81200.0035,20002.926554779056,0.17797261041095894,700.0035000000012
2020-06-01,23.799999,23.98,0.0,7.0,101832.74959861468,83930.0,17902.749598614682,0.18395616438356166,630.0035000000026
2020-06-02,24.02,24.26,0.0,7.0,102672.5634945051,84910.00000000001,17762.563494505084,0.18610410958904114,840.0000000000069
2020-06-03,24.68,24.68,0.0,7.0,102672.3741684777,86380.0,16292.374168477705,0.18932602739726026,0.0
2020-06-04,24.940001,24.719999,0.0,7.0,101902.17753560867,86519.99650000001,15382.181035608664,0.18963286904109591,-770.0069999999907
2020-06-05,24.719999,25.139999,0.0,7.0,103371.98468082183,87989.99650000001,15381.98818082182,0.1928547868493151,1469.9999999999936
2020-06-08,25.34,25.139999,0.0,7.0,102671.78832603498,87989.99650000001,14681.791826034969,0.1928547868493151,-700.0035000000012
2020-06-09,25.26,25.440001,0.0,7.0,103301.59666986292,89040.00349999999,14261.593169862928,0.19515617205479452,630.0034999999901
2020-06-10,25.48,25.459999,0.0,7.0,103231.39786028155,89109.9965,14121.401360281554,0.19530958136986298,-70.0035000000021
2020-06-11,25.459999,24.860001,0.0,7.0,101131.21415342456,87010.00349999999,14121.210653424569,0.19070685698630135,-2099.9929999999977
2020-06-12,24.379999,24.700001,0.0,7.0,102251.03167396483,86450.0035,15801.02817396482,0.18947945972602745,1120.0069999999957
2020-06-15,24.42,24.200001,0.0,7.0,101480.84953012153,84700.0035,16780.846030121524,0.18564384328767125,-769.9965000000049
2020-06-16,24.74,24.799999,0.0,7.0,101690.65578355387,86799.9965,14890.659283553876,0.19024656767123285,209.99650000000435
2020-06-17,24.780001,24.9,0.0,7.0,102110.46126985524,87149.99999999999,14960.461269855252,0.19101369863013695,419.99649999999986
2020-06-18,24.799999,24.879999,0.0,7.0,102390.27040958893,87079.99650000001,15310.273909588926,0.1908602663013699,280.0000000000065
2020-06-19,24.860001,25.059999,0.0,7.0,103090.07116850071,87709.99650000001,15380.074668500703,0.19224108821917812,699.9930000000028
2020-06-22,24.98,25.0,0.0,7.0,103159.8793876788,87500.0,15659.879387678797,0.1917808219178082,69.99999999999851
2020-06-23,24.98,25.360001,0.0,7.0,104489.68834520537,88760.00349999999,15729.684845205382,0.19454247342465752,1330.0035
2020-06-24,25.52,25.24,0.0,7.0,103509.49472328757,88339.99999999999,15169.494723287586,0.19362191780821916,-980.000000000004
2020-06-26,25.1,25.0,0.0,7.0,103159.30294246566,87500.0,15659.302942465656,0.1917808219178082,-350.000000000005
2020-06-29,25.0,24.76,0.0,7.0,102319.11300273963,86660.00000000001,15659.113002739614,0.1899397260273973,-839.9999999999945
2020-06-30,25.0,24.9,0.0,7.0,101968.921989041,87149.99999999999,14818.921989041017,0.19101369863013695,-350.000000000005
2020-07-02,25.24,25.700001,0.0,7.0,103578.7283383484,89950.0035,13628.724838348397,0.19715069260273976,1610.0035000000066
2020-07-03,25.799999,25.92,0.0,7.0,103998.53299999224,90720.0,13278.53299999224,0.19883835616438358,420.0035000000071
2020-07-06,26.139999,26.940001,0.0,7.0,106798.33333697087,94290.00349999999,12508.32983697088,0.206663021369863,2800.0069999999973
2020-07-07,27.18,26.639999,0.0,7.0,104908.1254753347,93239.99650000001,11668.128975334694,0.20436163616438358,-1890.0035000000007
2020-07-08,26.76,26.74,0.0,7.0,104837.92034656757,93589.99999999999,11247.920346567582,0.20512876712328762,-70.00000000001094
2020-07-09,26.98,26.879999,0.0,7.0,104487.71064383553,94079.99650000001,10407.714143835517,0.20620273205479453,-350.00349999999617
2020-07-10,26.6,26.34,0.0,7.0,103577.50858356155,92190.0,11387.508583561546,0.20206027397260276,-910.0000000000055
2020-07-13,26.5,26.48,0.0,7.0,103507.30544931497,92680.0,10827.305449314968,0.2031342465753425,-69.99999999999851
2020-07-14,26.360001,26.16,0.0,7.0,102807.1012698629,91560.0,11247.101269862906,0.20067945205479454,-700.0035000000012
2020-07-15,26.48,26.18,0.0,7.0,101756.9004369862,91630.0,10126.900436986194,0.20083287671232877,-1050.0000000000025
2020-07-16,26.18,25.66,0.0,7.0,99936.70359315058,89810.0,10126.703593150582,0.19684383561643834,-1819.9999999999984
2020-07-17,25.82,25.799999,0.0,7.0,99866.50217535003,90299.9965,9566.50567535004,0.19791780054794522,-70.0035000000021
2020-07-20,25.780001,25.719999,0.0,7.0,99656.29787124813,90019.99650000001,9636.301371248119,0.19730410191780826,-210.00699999999028
2020-07-21,26.08,26.280001,0.0,7.0,100356.09977124046,91980.00349999999,8376.096271240473,0.20160000767123284,700.0035000000012
2020-07-22,26.24,25.68,0.0,7.0,98395.9027739802,89880.0,8515.902773980197,0.1969972602739726,-1959.9999999999955
2020-07-23,25.82,25.9,0.0,7.0,98675.7040890487,90649.99999999999,8025.7040890487115,0.1986849315068493,279.99999999999403
2020-07-24,25.74,25.360001,0.0,7.0,97345.51304657527,88760.00349999999,8585.509546575282,0.19454247342465752,-1329.996499999993
2020-07-27,25.559999,25.360001,0.0,7.0,96645.32550410184,88760.00349999999,7885.32200410185,0.19454247342465752,-699.9930000000028
2020-07-28,25.6,25.459999,0.0,7.0,96155.12669452047,89109.9965,7045.130194520476,0.19530958136986298,-490.0035000000056
2020-07-29,25.459999,25.52,0.0,7.0,96364.93442465746,89320.0,7044.934424657462,0.19576986301369864,210.00349999999912
2020-07-30,25.6,25.34,0.0,7.0,95454.74003561637,88690.0,6764.740035616371,0.19438904109589042,-910.0000000000055
2020-07-31,25.379999,25.26,0.0,7.0,95034.5497602739,88410.00000000001,6624.549760273891,0.19377534246575345,-419.99649999999986
2020-08-03,25.26,25.120001,0.0,7.0,94544.36055889637,87920.00349999999,6624.357058896378,0.19270137753424657,-489.9965000000108
2020-08-04,25.299999,25.620001,0.0,7.0,95664.1710219024,89670.00349999999,5994.167521902404,0.1965369939726027,1120.0069999999957
2020-08-05,25.700001,25.799999,0.0,7.0,96013.96610410186,90299.9965,5713.9696041018615,0.19791780054794522,349.9929999999978
2020-08-06,25.84,25.6,0.0,7.0,95173.76972054021,89600.00000000001,5573.769720540193,0.19638356164383566,-839.9999999999945
2020-08-07,25.559999,25.18,0.0,7.0,93843.58005889636,88130.0,5713.580058896361,0.19316164383561646,-1329.9965000000054
2020-08-10,25.0,25.1,0.0,7.0,94193.38751095116,87850.00000000001,6343.387510951143,0.1925479452054795,350.000000000005
2020-08-11,25.24,25.559999,0.0,7.0,95313.18793424651,89459.99650000001,5853.1914342465025,0.19607670465753427,1119.9965000000097
2020-08-12,25.5,25.879999,0.0,7.0,96642.98590274734,90579.99650000001,6062.989402747335,0.19853149917808222,1329.9965000000054
2020-08-13,26.040001,25.9,0.0,7.0,96152.78371781584,90649.99999999999,5502.783717815852,0.1986849315068493,-490.0035000000056
2020-08-14,25.879999,25.82,0.0,7.0,95942.58914658295,90370.0,5572.589146582948,0.19807123287671236,-209.99650000000435
2020-08-17,25.860001,26.0,0.0,7.0,96432.38619452815,91000.0,5432.386194528153,0.19945205479452055,489.9964999999984
2020-08-18,26.059999,26.02,0.0,7.0,96292.19008904869,91070.0,5222.190089048687,0.1996054794520548,-139.99650000000585
2020-08-19,26.0,25.879999,0.0,7.0,95871.98805754952,90579.99650000001,5291.991557549511,0.19853149917808222,-420.00349999999463
2020-08-20,25.700001,25.440001,0.0,7.0,94961.79290137747,89040.00349999999,5921.7894013774785,0.19515617205479452,-910.0000000000055
2020-08-21,25.6,25.780001,0.0,7.0,95591.59863698622,90230.00349999999,5361.5951369862305,0.19776439123287673,630.0034999999901
2020-08-24,25.98,26.18,0.0,7.0,96291.39780410951,91630.0,4661.397804109511,0.20083287671232877,699.9999999999975
2020-08-25,26.280001,26.16,0.0,7.0,95871.19362465746,91560.0,4311.193624657462,0.20067945205479454,-420.00349999999463
2020-08-26,26.18,26.120001,0.0,7.0,95660.99675204704,91420.00349999999,4240.993252047047,0.2003726104109589,-209.99650000000435
2020-08-27,26.16,25.959999,0.0,7.0,94960.79410684922,90859.9965,4100.797606849228,0.19914519780821918,-700.0035000000012
2020-08-28,25.940001,26.120001,0.0,7.0,95590.5937342388,91420.00349999999,4170.590234238814,0.2003726104109589,629.999999999999
2020-08-31,26.299999,25.84,0.0,7.0,93980.39900958128,90440.0,3540.399009581277,0.1982246575342466,-1609.9964999999993
2020-09-01,25.9,25.879999,0.0,7.0,93910.19697808211,90579.99650000001,3330.2004780821007,0.19853149917808222,-70.00349999998967
2020-09-02,25.9,25.82,0.0,7.0,93629.99890684923,90370.0,3259.9989068492287,0.19807123287671236,-279.99999999999403
2020-09-03,25.780001,25.719999,0.0,7.0,93419.79460274732,90019.99650000001,3399.7981027473143,0.19730410191780826,-210.00699999999028
2020-09-04,25.48,25.52,0.0,7.0,93559.59883288431,89320.0,4239.598832884309,0.19576986301369864,139.99999999999702
2020-09-07,25.379999,25.440001,0.0,7.0,93769.41067671224,89040.00349999999,4729.407176712251,0.19515617205479452,210.00699999999028
2020-09-08,25.52,25.379999,0.0,7.0,93279.2124808295,88829.99650000001,4449.215980829496,0.19469588273972607,-490.00349999999315
2020-09-09,25.1,25.24,0.0,7.0,93769.01885891169,88339.99999999999,5429.018858911702,0.19362191780821916,489.99999999998954
2020-09-10,25.4,25.139999,0.0,7.0,92858.82250412485,87989.99650000001,4868.826004124843,0.1928547868493151,-910.0034999999966
2020-09-11,25.139999,25.26,0.0,7.0,93278.63222878239,88410.00000000001,4868.632228782371,0.19377534246575345,420.0035000000071
2020-09-14,25.34,25.4,0.0,7.0,93488.43737946732,88899.99999999999,4588.43737946733,0.19484931506849312,209.9999999999955
2020-09-15,25.379999,25.52,0.0,7.0,93978.2451096043,89320.0,4658.245109604293,0.19576986301369864,490.00349999999315
2020-09-16,25.540001,25.48,0.0,7.0,93768.04614659058,89180.0,4588.046146590583,0.19546301369863017,-210.00349999999912
2020-09-17,25.4,25.120001,0.0,7.0,92787.85694521306,87920.00349999999,4867.85344521307,0.19270137753424657,-979.9965000000004
2020-09-18,25.24,25.24,0.0,7.0,92787.66332329526,88339.99999999999,4447.663323295274,0.19362191780821916,0.0
2020-09-21,25.24,24.719999,0.0,7.0,90967.47019042623,86519.99650000001,4447.4736904262245,0.18963286904109591,-1820.0034999999896
2020-09-22,24.620001,24.5,0.0,7.0,90547.27874522076,85750.0,4797.278745220756,0.18794520547945207,-420.00349999999463
2020-09-23,24.48,24.52,0.0,7.0,90687.09064659062,85820.0,4867.0906465906155,0.18809863013698633,139.99999999999702
2020-09-24,24.34,24.120001,0.0,7.0,89916.90911644595,84420.00349999999,5496.905616445962,0.18503014465753423,-769.9965000000049
2020-09-25,24.219999,24.059999,0.0,7.0,89356.72454659062,84209.99650000001,5146.728046590608,0.18456985534246576,-560.0000000000005
2020-09-28,24.24,24.280001,0.0,7.0,89496.5417890487,84980.00349999999,4516.538289048709,0.18625754191780822,140.0035000000006
2020-09-29,24.34,24.08,0.0,7.0,88586.35706576103,84280.0,4306.357065761025,0.1847232876712329,-910.0000000000055
2020-09-30,24.200001,24.280001,0.0,7.0,88866.1708082191,84980.00349999999,3886.167308219112,0.18625754191780822,279.99999999999403
2020-10-05,24.719999,24.52,0.0,7.0,88165.98620958895,85820.0,2345.986209588955,0.18809863013698633,-699.9965000000063
2020-10-06,24.620001,24.780001,0.0,7.0,88725.7961164306,86730.00349999999,1995.7926164306118,0.19009315835616436,560.0000000000005
2020-10-07,24.780001,25.059999,0.0,7.0,89705.59687534238,87709.99650000001,1995.600375342372,0.19224108821917812,979.9930000000093
2020-10-08,25.040001,24.940001,0.0,7.0,89355.40555478676,87290.00349999999,2065.4020547867694,0.19132055561643835,-350.000000000005
2020-10-09,25.1,24.98,0.0,7.0,88935.2139273895,87430.0,1505.213927389501,0.19162739726027397,-420.00000000000347
2020-10-12,25.02,25.48,0.0,7.0,90545.0184643758,89180.0,1365.0184643757966,0.19546301369863017,1610.000000000003
2020-10-14,25.559999,25.42,0.0,7.0,90054.82696163608,88970.0,1084.8269616360776,0.1950027397260274,-489.9964999999984
2020-10-15,25.379999,24.9,0.0,7.0,88374.63944793744,87149.99999999999,1224.6394479374576,0.19101369863013695,-1679.9965000000104
2020-10-16,25.040001,25.200001,0.0,7.0,88934.44613286128,88200.0035,734.4426328612753,0.1933150761643836,560.0000000000005
2020-10-19,25.299999,25.32,0.0,7.0,89004.25539724485,88620.0,384.25539724485134,0.19423561643835616,70.0035000000021
2020-10-20,25.32,25.34,0.0,7.0,89074.06100820376,88690.0,384.06100820376014,0.19438904109589042,69.99999999999851
2020-10-21,25.559999,25.540001,0.0,7.0,89003.87208490842,89390.0035,-386.13141509158595,0.19592329534246578,-69.99300000000375
2020-10-22,25.459999,25.559999,0.0,7.0,89353.67600820377,89459.99650000001,-106.320491796243,0.19607670465753427,350.000000000005
2020-10-23,25.540001,25.700001,0.0,7.0,89913.47885751116,89950.0035,-36.52464248884644,0.19715069260273976,560.0000000000005
2020-10-27,25.559999,25.52,0.0,7.0,89773.28658764814,89320.0,453.28658764813736,0.19576986301369864,-139.99650000000585
2020-10-28,25.52,25.459999,0.0,7.0,89563.08777806677,89109.9965,453.09127806677134,0.19530958136986298,-210.00349999999912
2020-10-29,25.18,25.379999,0.0,7.0,90262.88958218403,88829.99650000001,1432.8930821840186,0.19469588273972607,699.9965000000063
2020-10-30,24.6,24.24,0.0,7.0,89002.70363149908,84839.99999999999,4162.703631499098,0.18595068493150682,-1260.0000000000105
2020-11-02,24.360001,24.6,0.0,7.0,89842.51141917032,86100.00000000001,3742.5114191703033,0.18871232876712332,839.9965000000034
2020-11-03,24.799999,25.120001,0.0,7.0,90962.32571779279,87920.00349999999,3042.3222177927964,0.19270137753424657,1120.0069999999957
2020-11-04,25.0,25.0,0.0,7.0,90962.13393697087,87500.0,3462.133936970873,0.1917808219178082,0.0
2020-11-05,25.66,25.700001,0.0,7.0,91101.94028627827,89950.0035,1151.9367862782674,0.19715069260273976,140.0035000000006
